# DeviceModel = S260
# DeviceUID = 74BC57BC-34691010
# DataType = AttendLog
# StartPos = 0, LogCount = 2873, LimitPos = 100000
No	TMNo	EnNo	Name		GMNo	Mode	IN/OUT	Antipass	DaiGong	DateTime	TR	
1	1	00000001		1	1	S	0	0	2019-02-06  09:41:31	Time In
2	1	00000001		1	1	S	0	0	2019-02-06  09:41:32	Time In
3	1	00000002		1	1	S	0	0	2019-02-06  10:38:57	Time In
4	1	00000002		1	1	S	0	0	2019-02-06  10:38:58	Time In
5	1	00000003		1	1	S	0	0	2019-02-06  10:46:42	Time In
6	1	00000003		1	1	S	0	0	2019-02-06  10:46:43	Time In
7	1	00000004		1	1	S	0	0	2019-02-06  10:49:54	Time In
8	1	00000005		1	1	S	0	0	2019-02-06  11:20:11	Time In
9	1	00000006		1	1	S	0	0	2019-02-06  11:20:17	Time In
10	1	00000005		1	1	S	0	0	2019-02-06  11:20:49	Time In
11	1	00000007		1	1	S	0	0	2019-02-06  11:29:48	Time In
12	1	00000007		1	1	S	0	0	2019-02-06  11:29:49	Time In
13	1	00000008		1	1	S	0	0	2019-02-06  11:42:26	Time In
14	1	00000009		1	1	E	0	0	2019-02-06  12:06:56	Time Out
15	1	00000001		1	1	E	0	0	2019-02-06  13:45:26	Time Out
16	1	00000010		1	1	E	0	0	2019-02-06  13:46:23	Time Out
17	1	00000001		1	1	E	0	0	2019-02-06  13:47:54	Time Out
18	1	00000001		1	1	E	0	0	2019-02-06  13:47:55	Time Out
19	1	00000002		1	1	E	0	0	2019-02-06  17:38:19	Time Out
20	1	00000008		1	1	E	0	0	2019-02-06  17:38:21	Time Out
21	1	00000009		1	1	E	0	0	2019-02-06  18:23:05	Time Out
22	1	00000003		1	1	E	0	0	2019-02-06  18:48:20	Time Out
23	1	00000010		1	1	E	0	0	2019-02-06  18:50:22	Time Out
24	1	00000001		1	1	E	0	0	2019-02-06  19:04:40	Time Out
25	1	00000001		1	1	E	0	0	2019-02-06  19:04:41	Time Out
26	1	00000005		1	1	E	0	0	2019-02-06  20:26:27	Time Out
27	1	00000006		1	1	A	0	0	2019-02-06  20:27:25	Job In
28	1	00000007		1	1	A	0	0	2019-02-07  07:47:13	Job In
29	1	00000001		1	1	S	0	0	2019-02-07  09:22:38	Time In
30	1	00000001		1	1	S	0	0	2019-02-07  09:22:39	Time In
31	1	00000003		1	1	S	0	0	2019-02-07  10:12:43	Time In
32	1	00000010		1	1	S	0	0	2019-02-07  10:35:33	Time In
33	1	00000006		1	1	S	0	0	2019-02-07  11:15:30	Time In
34	1	00000005		1	1	S	0	0	2019-02-07  11:15:32	Time In
35	1	00000005		1	1	S	0	0	2019-02-07  11:15:33	Time In
36	1	00000008		1	1	E	0	0	2019-02-07  13:15:36	Time Out
37	1	00000009		1	1	E	0	0	2019-02-07  14:55:34	Time Out
38	1	00000010		1	1	E	0	0	2019-02-07  18:38:09	Time Out
39	1	00000003		1	1	E	0	0	2019-02-07  19:36:25	Time Out
40	1	00000004		1	1	E	0	0	2019-02-07  19:37:09	Time Out
41	1	00000006		1	1	E	0	0	2019-02-07  20:33:12	Time Out
42	1	00000005		1	1	E	0	0	2019-02-07  20:33:47	Time Out
43	1	00000001		1	1	E	0	0	2019-02-07  20:35:17	Time Out
44	1	00000001		1	1	E	0	0	2019-02-07  20:35:18	Time Out
45	1	00000009		1	1	E	0	0	2019-02-07  20:54:00	Time Out
46	1	00000008		1	1	E	0	0	2019-02-07  21:00:16	Time Out
47	1	00000007		1	1	E	0	0	2019-02-07  21:00:20	Time Out
48	1	00000002		1	1	E	0	0	2019-02-07  21:00:27	Time Out
49	1	00000001		1	1	S	0	0	2019-02-08  09:23:58	Time In
50	1	00000001		1	1	S	0	0	2019-02-08  09:23:59	Time In
51	1	00000002		1	1	S	0	0	2019-02-08  10:57:45	Time In
